InstallFlag;KickstartVersion;PackageName;SearchforUpdatedPackage;UpdatePackageSearchTerm;UpdatePackageSearchExclusionTerm;UpdatePackageSearchMinimumDate;Source;InstallType;SourceLocation;FileDownloadName;PerformHashCheck;Hash;FilestoInstall;DrivetoInstall;LocationtoInstall;CreateFolderInfoFile;NewFileName;ModifyUserStartup;ModifyStartupSequence;StartupSequenceInjectionStartPoint;StartupSequenceInjectionEndPoint;ModifyInfoFileTooltype;PiSpecificStorageDriver
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68 Imager Documentation;FALSE;;;;Local;CopyOnly;Pistorm\Documentation.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Info;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Info.r;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Info;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Info.r.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Meter;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Meter;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Meter;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Meter.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Meter;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Meter.png;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Install Packages;FALSE;;;;Local;CopyOnly;Pistorm\Install Packages;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Install Packages;FALSE;;;;Local;CopyOnly;Pistorm\Install Packages.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Offline;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Offline.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Online;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Online.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -SMB Config;FALSE;;;;Local;CopyOnly;Pistorm\SMB Config;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -SMB Config;FALSE;;;;Local;CopyOnly;Pistorm\SMB Config.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -TransferKick;FALSE;;;;Local;CopyOnly;Pistorm\TransferKick;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -TransferKick;FALSE;;;;Local;CopyOnly;Pistorm\TransferKick.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Wifi Config;FALSE;;;;Local;CopyOnly;Pistorm\Wifi Config;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Wifi Config;FALSE;;;;Local;CopyOnly;Pistorm\Wifi Config.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Prism2;FALSE;;;;Web;Full;http://aminet.net/driver/net/prism2v2.lha;Prism2v2.lha;TRUE;C2C6060C016DC4F22902C8809477985A;Prism2v2\C\*;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1;REXXMast;FALSE;;;;Local;StartupSequenceOnly;;;FALSE;;;;;;;;Add;IF EXISTS S:User-Startup;;;
TRUE;3.1,3.2,3.2.2.1;Reboot;FALSE;;;;Web;Full;http://aminet.net/util/boot/reboot.lha;reboot.lha;TRUE;95355F5C845088151874633164A95693;Reboot\Reboot;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;ReqTools;FALSE;;;;Web;Full;http://aminet.net/util/libs/Reqtools-Wide.lha;ReqtoolsWide.lha;TRUE;7b146009ce6b99623d73a244a89b8c2a;reqtools.library;System;Libs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;ReqTools Prefs ;FALSE;;;;Local;CopyOnly;Prefs\Env-Archive\ReqTools.prefs;;FALSE;;;System;Prefs\Env-Archive\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Roadshow;FALSE;;;;Local;Full;Roadshow-Demo-1.15.lha;Roadshow.lha;FALSE;25471647C76D8EAB98F78D24945B3FC6;Roadshow-Demo-*\Workbench\*;System;;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Roadshow;FALSE;;;;Local;Full;Roadshow-Demo-1.15.lha;Roadshow.lha;FALSE;25471647C76D8EAB98F78D24945B3FC6;Roadshow-Demo-*\Documentation\*;System;Programs\Roadshow\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Roadshow;FALSE;;;;Local;Full;Roadshow-Demo-1.15.lha;Roadshow.lha;FALSE;25471647C76D8EAB98F78D24945B3FC6;Roadshow-Demo-*\Workbench\Storage\NetInterfaces\CNet16.info;System;Devs\NetInterfaces\;FALSE;wifipi.info;FALSE;FALSE;;;FALSE;FALSE
FALSE;3.1,3.2,3.2.2.1;Screentext;FALSE;;;;Web;Full;https://thomas-rapp.hier-im-netz.de/downloads/ScreenText.lha;ScreenText.lha;TRUE;D500457A41A18D73C01DD6B27DCE5A41;Screentext;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SD0 Device;FALSE;;;;Local;CopyOnly;Devs\DosDrivers\SD0pi3;;FALSE;;;System;Devs\DosDrivers\;FALSE;;FALSE;FALSE;;;FALSE;TRUE
TRUE;3.1,3.2,3.2.2.1;SD0 Device;FALSE;;;;Local;CopyOnly;Devs\DosDrivers\SD0pi4;;FALSE;;;System;Devs\DosDrivers\;FALSE;;FALSE;FALSE;;;FALSE;TRUE
TRUE;3.1,3.2,3.2.2.1;SD0 Device - info file;FALSE;;;;ADF;Extract;StorageADF;DosDrivers\;FALSE;;DosDrivers\PC0.info;System;Devs\DosDrivers\;FALSE;SD0.info;FALSE;FALSE;;;Replace;FALSE
TRUE;3.1,3.2,3.2.2.1;SearchReplace;FALSE;;;;Web;Full;http://aminet.net/text/misc/SearchReplace.lha;SearchReplace.Lha;TRUE;0FD5B8E936921E2745F0473211D37A36;SearchReplace/SearchReplace;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SetDST;FALSE;;;;Web;Full;https://aminet.net/util/time/SetDST.lha;SetDST.lha;TRUE;EF32E16790F81AAF5AB8DDC1A60E372B;SetDST-*\C\*;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SetDST;FALSE;;;;Web;Full;https://aminet.net/util/time/SetDST.lha;SetDST.lha;TRUE;EF32E16790F81AAF5AB8DDC1A60E372B;SetDST-*\SetDST;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
FALSE;3.1,3.2,3.2.2.1;SetDST;FALSE;;;;Web;Full;https://aminet.net/util/time/SetDST.lha;SetDST.lha;TRUE;EF32E16790F81AAF5AB8DDC1A60E372B;SetDST-*\SetDST.info;System;WBStartup\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SetDST - Dat File;FALSE;;;;Local;CopyOnly;S\DST.Dat;;FALSE;;;System;S\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1;Setpatch44.38;FALSE;;;;Web;Full;https://cdn.cloanto.com/pub/amiga/SetPatch-44-38.lha;SetPatch.lha;TRUE;B3FCB573BF33987C33E4C9415E3ED0BB;SetPatch;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;RTB Files - SKick;FALSE;;;;Web;Full;http://aminet.net/util/boot/skick346.lha;skick346.lha;TRUE;745EBF5A39D42E1B352A1FB914CFAB7A;Kickstarts\*;System;Devs\Kickstarts\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
FALSE;3.1,3.2,3.2.2.1;RTB File - 7 Cities of Gold;FALSE;;;;Web;Full;https://www.whdload.de/games/7CitiesOfGold.lha;7CitiesOfGold.lha;FALSE;;7CitiesOfGoldInstall\kick31034.A1000.RTB;System;Devs\Kickstarts\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SMB0 Device;FALSE;;;;Local;CopyOnly;Storage\DosDrivers\SMB0;;FALSE;;;System;Storage\DosDrivers\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SMB0 Device - info file;FALSE;;;;ADF;Extract;StorageADF;DosDrivers\;FALSE;;DosDrivers\PC1.info;System;Storage\DosDrivers\;FALSE;SMB0.info;FALSE;FALSE;;;Replace;FALSE
TRUE;3.1,3.2,3.2.2.1;SMBFS;FALSE;;;;Web;Full;http://aminet.net/disk/misc/smb2fs.m68k-amigaos.lha;smb2fs.m68k-amigaos.lha;TRUE;DD017C3E005950EFD775B97B76D1CEB6;smb2fs\L\smb2-handler.020;System;L\;FALSE;smb2-handler;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SnoopDOS;FALSE;;;;Web;Full;http://aminet.net/util/moni/SnoopDos.lha;Snoopdos.lha;TRUE;2D214246781EB26B9536628BE9A6A0F9;*;System;Programs\SnoopDOS\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SNTP;FALSE;;;;Web;Full;http://aminet.net/comm/net/sntp.lha;sntp.lha;TRUE;30409A06905519C006C8E88A771E0C32;sntp\sntp;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SRename;FALSE;;;;Web;Full;http://aminet.net/util/cli/SRename.lha;SRename.lha;TRUE;CFDE201F18E7D97FC31DEE9442B4F32F;bin/68020/SRename;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SysInfo;FALSE;;;;Web;Full;https://download.d0.se/pub/SysInfo.lha;SysInfo.lha;TRUE;8384493A31CF4C2A3F03FE51EF0341F7;SysInfo.info;System;Programs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;SysInfo;FALSE;;;;Web;Full;https://download.d0.se/pub/SysInfo.lha;SysInfo.lha;TRUE;8384493A31CF4C2A3F03FE51EF0341F7;SysInfo\*;System;Programs\SysInfo\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;TTTool;FALSE;;;;Web;Full;http://aminet.net/util/batch/TTTool.lha;TTTool.lha;TRUE;F99CEB1C9FBEE3D8FB97EA2DE1F6D452;TTTool*\TTTool;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;TomCopy;FALSE;;;;Local;CopyOnly;C\TomCopy;;FALSE;;;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;TomDelete;FALSE;;;;Local;CopyOnly;C\TomDelete;;FALSE;;;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Unzip;FALSE;;;;Web;Full;http://aminet.net/util/arc/UnZIP552.lha;Unzip552.lha;TRUE;A657AA4A7E323D504FBB0B7443292EE6;UnZip*\Unzip;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Videocore;FALSE;;;;Emu68;CopyOnly;Emu68Tools\VideoCore\Videocore.card;;FALSE;;;System;Libs\Picasso96\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Vinced;FALSE;;;;Web;Full;http://aminet.net/util/shell/ViNCEd.lha;Vinced.lha;TRUE;642380B7AE0859DC227BFF2BCC5FA6A0;ViNCEd\Extras\Fonts\topaz6.font;System;Fonts\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Vinced;FALSE;;;;Web;Full;http://aminet.net/util/shell/ViNCEd.lha;Vinced.lha;TRUE;642380B7AE0859DC227BFF2BCC5FA6A0;ViNCEd\Extras\Fonts\topaz6\8e;System;Fonts\topaz6\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WaitUntilConnected;FALSE;;;;Local;CopyOnly;C\WaitUntilConnected;;FALSE;;;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WaitforTask;FALSE;;;;Local;CopyOnly;C\WaitforTask;;FALSE;;;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoad;FALSE;;;;Web;Full;https://whdload.de/whdload/WHDLoad_usr.lha;Whdload_usr.lha;FALSE;3E4A8FBEA4BB2C85B3FCC29B013E77E9;WHDLoad\C\WHDLoad;System;C\;FALSE;WHDLoad.ori;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoad;FALSE;;;;Web;Full;https://whdload.de/whdload/WHDLoad_usr.lha;Whdload_usr.lha;FALSE;3E4A8FBEA4BB2C85B3FCC29B013E77E9;WHDLoad\C\WHDLoadCD32;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoad;FALSE;;;;Web;Full;https://whdload.de/whdload/WHDLoad_usr.lha;Whdload_usr.lha;FALSE;3E4A8FBEA4BB2C85B3FCC29B013E77E9;WHDLoad\C\RawDIC;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoad;FALSE;;;;Web;Full;https://whdload.de/whdload/WHDLoad_usr.lha;Whdload_usr.lha;FALSE;3E4A8FBEA4BB2C85B3FCC29B013E77E9;WHDLoad\C\DIC;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoad;FALSE;;;;Web;Full;https://whdload.de/whdload/WHDLoad_usr.lha;Whdload_usr.lha;FALSE;3E4A8FBEA4BB2C85B3FCC29B013E77E9;WHDLoad\C\Patcher;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoad;FALSE;;;;Web;Full;https://whdload.de/whdload/WHDLoad_usr.lha;Whdload_usr.lha;FALSE;3E4A8FBEA4BB2C85B3FCC29B013E77E9;WHDLoad\S\*;System;S\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\Bplcon3Hack;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\checkagatest;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\CopyReplace;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\Emu68Downclocker;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\RemakeDisplay;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\ScreenText;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\tude;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\uae-configuration;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\WHDLoadWrapper;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\WHDMassUpdate;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\C\WHDLoadWrapper;System;C\;FALSE;WHDLoad;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\S\WHDLoad-Wrapper\Updater\*;System;S\WHDLoad-Wrapper\Updater\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\S\WHDLoad-Wrapper\Execute31;System;S\WHDLoad-Wrapper\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\S\WHDLoad-Wrapper\StartupScript_Caffeine;System;S\WHDLoad-Wrapper\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\S\WHDLoad-Wrapper\StartupScript_NoScreenText;System;S\WHDLoad-Wrapper\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\S\WHDLoad-Wrapper\StartupScript_ScreenText;System;S\WHDLoad-Wrapper\;FALSE;StartupScript;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\S\WHDLoad-Wrapper\UpdateDBs.info;System;S\WHDLoad-Wrapper\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\DB\*;System;S\WHDLoad-Wrapper\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WHDLoadWrapper;TRUE;;;;Web;Full;;WHDLoadWrapper.lha;FALSE;9482600EDA83D5E5046F66C3574D3FBF;WHDLoadWrapper\DB-General\*;System;S\WHDLoad-Wrapper\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WifiPi Config;FALSE;;;;Local;CopyOnly;Devs\NetInterfaces\wifipi;;FALSE;;;System;Devs\NetInterfaces\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;WifiPi.device;FALSE;;;;Emu68;CopyOnly;Emu68Tools\Emu68-Wifi\Devs\*;;FALSE;;;System;Devs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1;Workbench.library;FALSE;;;;Web;Full;https://cdn.cloanto.com/pub/amiga/Workbench-Library-40-5.lha;WorkbenchLibrary.lha;TRUE;401059CD24DFD9C196BDDA7F2293276C;Workbench.library;System;Libs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.2,3.2.2.1;Workbench Prefs ;FALSE;;;;Local;CopyOnly;Prefs\Env-Archive\Sys\Workbench.prefs;;FALSE;;;System;Prefs\Env-Archive\Sys\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;XADMaster;FALSE;;;;Web;Full;https://aminet.net/util/arc/xadmaster020.lha;xadmaster020.lha;TRUE;38C003269BECBF309108BF1C86E0C688;xad\c\*;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;XADMaster;FALSE;;;;Web;Full;https://aminet.net/util/arc/xadmaster020.lha;xadmaster020.lha;TRUE;38C003269BECBF309108BF1C86E0C688;xad\libs\xad\*;System;Libs\xad\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;XADMaster;FALSE;;;;Web;Full;https://aminet.net/util/arc/xadmaster020.lha;xadmaster020.lha;TRUE;38C003269BECBF309108BF1C86E0C688;xad\libs\xadmast*;System;Libs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;XADMasterKey;FALSE;;;;Web;Full;https://aminet.net/util/arc/xadmaster-key.lha;xadmaster-key.lha;TRUE;DCF85245D75DC1B1F17C4E5AE9163403;xadmaster.key;System;S\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;ZIP;FALSE;;;;Web;Full;http://aminet.net/util/arc/ZIP232.lha;Zip232.lha;TRUE;089E815D495A5A3B374C0E6BF0E80E58;Zip*\Zip;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE